"","Date","Governorate","Target","facility_type"
"429","10/04/2015","Al Mahwit","Electricity station","Water & Electricity"
"430","10/04/2015","Al Mahwit","Gas Station","Oil & Gas"
"431","11/04/2015","Lahj","War College","Military Site"
"432","11/04/2015","Lahj","Al-Yarmouk Club","Sport Facility"
"433","11/04/2015","Lahj","Al-Sama'a Military Camp","Military Site"
"434","11/04/2015","Lahj","Security HQ","Military Site"
"435","11/04/2015","Lahj","Raymah Humaid Military Camp","Military Site"
"436","11/04/2015","Sana'a","Pro-Houthi forces","Forces"
"437","11/04/2015","Al Dhale'e","House","Residential Area"
"438","11/04/2015","Al Dhale'e","Al-Qihwis House","Residential Area"
"439","11/04/2015","Hajjah","Pro-Houthi Convoy","Moving Target (weapons/fighters)"
"440","11/04/2015","Hajjah","SSF Camp ","Military Site"
"441","11/04/2015","Marib","Military Airport, Air Defence Military Camp","Military Site"
"442","11/04/2015","Marib","Al-Hudaydah port","Transport"
"443","11/04/2015","Marib","Al-Hudaydah airport","Transport"
"444","11/04/2015","Dhamar","Badws","Residential Area"
"445","11/04/2015","Lahj","22nd Armoured Brigade","Military Site"
"446","11/04/2015","Lahj","Air Defence Military Sites","Military Site"
"447","12/04/2015","Lahj","Al-Daylami Airbase","Military Site"
"448","12/04/2015","Lahj","Weapons Stores","Weapon Storage"
"449","12/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"450","12/04/2015","Sana'a","Pro-Houthi forces","Forces"
"451","12/04/2015","Sana'a","Al-Ma'asheeq Palace","Military Site"
"452","12/04/2015","Amran","22 May Stadium","Sport Facility"
"453","12/04/2015","Amran","Closed Hall","Sport Facility"
"454","12/04/2015","Amran","Civilian's house","Residential Area"
"455","12/04/2015","Amran","Bin Ladin Resort","Private business"
"456","12/04/2015","Lahj","","Vehicle/Buss"
"457","12/04/2015","Amran","-","Unknown"
"458","12/04/2015","Ibb","Al-Haj checkpoint","Checkpoints"
"459","12/04/2015","Ibb","Governmental Compound","Gov. compounds"
"460","12/04/2015","Ibb","Security HQ","Military Site"
"461","12/04/2015","Ibb","Technical Institute","Institute"
"462","12/04/2015","Al Mahwit","Security HQ","Military Site"
"463","12/04/2015","Al Mahwit","Migration Authority","Gov. compounds"
"464","12/04/2015","Al Mahwit","SSF Camp","Military Site"
"465","12/04/2015","Al Mahwit","Civilian's house","Residential Area"
"466","12/04/2015","Al Mahwit","School","School"
"467","12/04/2015","Al Mahwit","School","School"
"468","12/04/2015","Lahj","Residential Area","Residential Area"
"469","12/04/2015","Lahj","Farm","Farms"
"470","13/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"471","13/04/2015","Lahj","Al-Sama'a Military Camp","Military Site"
"472","13/04/2015","Lahj","Broadcasting Towers","Radio station"
"473","13/04/2015","Sana'a","Pro-Houthi forces","Forces"
"474","13/04/2015","Al Dhale'e","127th Infantry Brigade","Military Site"
"475","13/04/2015","Al Dhale'e","Pro-Houthi forces","Forces"
"476","13/04/2015","Al Dhale'e","Pro-Houthi forces","Forces"
"477","13/04/2015","Al Dhale'e","Pro-Houthi forces","Forces"
"478","13/04/2015","Hajjah","Technical Institute","Institute"
"479","13/04/2015","Hajjah","Weapons Stores","Weapon Storage"
"480","13/04/2015","Al Bayda","Al-Anad Airbase","Military Site"
"481","13/04/2015","Ibb","Mas Military Camp","Military Site"
"482","13/04/2015","Hadramaut","Shabwa Military HQ","Military Site"
"483","13/04/2015","Hadramaut","21st Mechanized Infantry Brigade","Military Site"
"484","13/04/2015","Hadramaut","SSF camp","Military Site"
"485","13/04/2015","Hadramaut","Military police","Military Site"
"486","13/04/2015","Hadramaut","Military Airport","Military Site"
"487","13/04/2015","Lahj","22nd Armoured Brigade","Military Site"
"488","14/04/2015","Lahj","Sana'a International Airport","Transport"
"489","14/04/2015","Lahj","Al-Daylami Airbase","Military Site"
"490","14/04/2015","Lahj","Al-Sama'a Military Camp","Military Site"
"491","14/04/2015","Lahj","-","Unknown"
"492","14/04/2015","Taizz","Military Academy","Military Site"
"493","14/04/2015","Al Dhale'e","9th Mechanized Infantry Brigade","Military Site"
"494","14/04/2015","Al Hudaydah","Farms (reportedly belongig to Former President Ali Abdullah Saleh)","Farms"
"495","14/04/2015","Al Hudaydah","25th Mechanized Infantry Brigade","Military Site"
"496","14/04/2015","Marib","Abo Mosa Al-Asha'ari Military Camp","Military Site"
"497","14/04/2015","Amran","55th  Artillery Brigade","Military Site"
"498","14/04/2015","Al Mahwit","Telecommunications Network","Communication"
"499","14/04/2015","Al Mahwit","Governmental Compound","Gov. compounds"
"500","14/04/2015","Al Mahwit","Governmental Compound","Gov. compounds"
"501","14/04/2015","Al Mahwit","Pro-Houthi forces","Forces"
"502","14/04/2015","Hadramaut","21st Mechanized Infantry Brigade","Military Site"
"503","14/04/2015","Lahj","Residential area","Residential Area"
"504","14/04/2015","Lahj","Air Defence Military Sites","Military Site"
"505","15/04/2015","Lahj","Former 1st Armoured Division","Military Site"
"506","15/04/2015","Lahj","Al-Daylami Airbase","Military Site"
"507","15/04/2015","Lahj","Al-Watadah Military Camp","Military Site"
"508","15/04/2015","Lahj","Al-Sawad Military Camp","Military Site"
"509","15/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"510","15/04/2015","Sana'a","Pro-Houthi forces","Forces"
"511","15/04/2015","Sana'a","Tanks","Moving Target (weapons/fighters)"
"512","15/04/2015","Sana'a","Pro-Houthi forces","Forces"
"513","15/04/2015","Sana'a","Badr Military Camp","Military Site"
"514","15/04/2015","Al Dhale'e","Qaflah Odhr Military Camp","Military Site"
"515","15/04/2015","Al Dhale'e","Fuel Station","Oil & Gas"
"516","15/04/2015","Al Dhale'e","Security HQ","Military Site"
"517","15/04/2015","Al Mahwit","Al-Nasir stores","Private business"
"518","15/04/2015","Al Mahwit","Ahsen Al-Sabra house","Residential Area"
"519","15/04/2015","Al Mahwit","Educational Centre","Other"
"520","15/04/2015","Al Mahwit","Executive Council","Gov. compounds"
"521","15/04/2015","Al Mahwit","Sabafon Telecommunications Building","Communication"
"522","15/04/2015","Al Mahwit","Post Office","Gov. compounds"
"523","15/04/2015","Al Mahwit","Central Market","Market place"
"524","15/04/2015","Al Mahwit","Market","Market place"
"525","15/04/2015","Al Mahwit","-","Unknown"
"526","15/04/2015","Al Mahwit","Cac Bank","Bank"
"527","15/04/2015","Al Mahwit","Consruction bank","Bank"
"528","15/04/2015","Al Mahwit","Al-Hamdan fuel station","Oil & Gas"
"529","15/04/2015","Al Mahwit","Jarman fuel station","Oil & Gas"
"530","15/04/2015","Al Mahwit","Al Al-Saifi station","Oil & Gas"
"531","15/04/2015","Al Mahwit","Abo Obaid station","Oil & Gas"
"532","15/04/2015","Al Mahwit","Al-Mazro' station","Oil & Gas"
"533","15/04/2015","Al Mahwit","Fuel Station","Oil & Gas"
"534","15/04/2015","Al Mahwit","Fuel Station","Oil & Gas"
"535","15/04/2015","Lahj","22nd Armoured Brigade","Military Site"
"536","16/04/2015","Lahj","Sana'a International Airport","Transport"
"537","16/04/2015","Lahj","Al-Daylami Airbase","Military Site"
"538","16/04/2015","Lahj","Al-Hafa Military Camp","Military Site"
"539","16/04/2015","Lahj","Former 1st Armoured Division","Military Site"
"540","16/04/2015","Lahj","Aviation college","Military Site"
"541","16/04/2015","Lahj","Weapons Stores","Weapon Storage"
"542","16/04/2015","Lahj","Al-Sama'a Military Camp","Military Site"
"543","16/04/2015","Lahj","vocational Institute","Institute"
"544","16/04/2015","Lahj","Al-Khadir Military Site","Military Site"
"545","16/04/2015","Lahj","Telecommunications Towers","Communication"
"546","16/04/2015","Lahj","Technical Institute","Institute"
"547","16/04/2015","Lahj","Special Forces Military Camp","Military Site"
"548","16/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"549","16/04/2015","Lahj","-","Unknown"
"550","16/04/2015","Lahj","Religious center","HQ"
"551","16/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"552","16/04/2015","Lahj","Special Forces Military Camp","Military Site"
"553","16/04/2015","Lahj","Al-Sama'a Military Camp","Military Site"
"554","16/04/2015","Sana'a","Pro-Houthi forces","Forces"
"555","16/04/2015","Sana'a","Anti-Houthi Groups","Forces"
"556","16/04/2015","Sana'a","Building (Reportedly used by pro-Houthi forces)","Forces"
"557","16/04/2015","Al Dhale'e","Market","Market place"
"558","16/04/2015","Al Dhale'e","-","Market Place"
"559","16/04/2015","Al Bayda","House ","Figure"
"560","16/04/2015","Al Mahwit","Al-Rahmah hospital","Hospital"
"561","16/04/2015","Al Mahwit","-","Unknown"
"562","17/04/2015","Lahj","Al-Hafa Military Camp","Military Site"
"563","17/04/2015","Lahj","Al-Hafa Military Camp","Military Site"
"564","17/04/2015","Lahj","Al-Hafa Military Camp","Military Site"
"565","17/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"566","17/04/2015","Sana'a","Aden Port","Transport"
"567","17/04/2015","Sana'a","Grain Silos","Food (storage/transportation)"
"568","17/04/2015","Sana'a","Local Council","Gov. compounds"
"569","17/04/2015","Sana'a","Pro-Houthi Convoy","Moving Target (weapons/fighters)"
"570","17/04/2015","Sana'a","Pro-Houthi forces","Forces"
"571","17/04/2015","Al Mahwit","Fuel Station","Oil & Gas"
"572","17/04/2015","Al Mahwit","-","Unknown"
"573","17/04/2015","Lahj","Pro-Houthi forces","Forces"
"574","17/04/2015","Lahj","Republican Palace","Military Site"
"575","17/04/2015","Lahj","Republican Guards Military Camp","Military Site"
"576","17/04/2015","Lahj","Pro-Houthi HQ","Military Site"
"577","17/04/2015","Lahj","Pro-Houthi Reinforcement","Moving Target (weapons/fighters)"
"578","18/04/2015","Lahj","Al-Hafa Military Camp","Military Site"
"579","18/04/2015","Lahj","Technical Institute","Institute"
"580","18/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"581","18/04/2015","Lahj","Special Forces Military Camp","Military Site"
"582","18/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"583","18/04/2015","Lahj","Weapon Storage","Weapon Storage"
"584","18/04/2015","Sana'a","Pro-Houthi Convoy","Moving Target (weapons/fighters)"
"585","18/04/2015","Sana'a","Pro-Houthi forces","Forces"
"586","18/04/2015","Sana'a","House ","Figure"
"587","18/04/2015","Sana'a","Pro-Houthi forces","Forces"
"588","18/04/2015","Sana'a","Pro-Houthi forces","Forces"
"589","18/04/2015","Sana'a","Pro-Houthi forces","Forces"
"590","18/04/2015","Sana'a","Sun Shine Hotel","Private business"
"591","18/04/2015","Sana'a","Pro-Houthi forces","Forces"
"592","18/04/2015","Al Hudaydah","Farm","Farms"
"593","18/04/2015","Al Bayda","Storage Unit","Private business"
"594","18/04/2015","Al Bayda","Jawl Madram Bridge","Transport"
"595","18/04/2015","Al Bayda","Farm ","Farms"
"596","18/04/2015","Al Bayda","Labozah Military Camp","Military Site"
"597","18/04/2015","Ibb","Mas Military Camp","Military Site"
"598","18/04/2015","Ibb","Pro-Houthi forces","Forces"
"599","18/04/2015","Al Mahwit","Al-Khafji Qat market ","Market place"
"600","18/04/2015","Al Mahwit","Othman Market","Market place"
"601","18/04/2015","Al Mahwit","Bin Salman street","Transport"
"602","18/04/2015","Al Mahwit","OXFAM Aid Storage Unit","INGOs"
"603","18/04/2015","Lahj","Republican Palace","Military Site"
"604","18/04/2015","Lahj","SSF Camp","Military Site"
"605","19/04/2015","Sana'a","Clothes storage unit","Private business"
"606","19/04/2015","Sana'a","Aden Airport","Transport"
"607","19/04/2015","Sana'a","SSF Camp","Military Site"
"608","19/04/2015","Sana'a","Pro-Houthi forces","Forces"
"609","19/04/2015","Sana'a","Aden Airport","Transport"
"610","19/04/2015","Sana'a","Al-Wisam hotel","Private business"
"611","19/04/2015","Sa'ada","33rd Armoured Brigade","Military Site"
"612","19/04/2015","Sa'ada","Pro-Houthi forces","Forces"
"613","19/04/2015","Sa'ada","Pro-Houthi forces","Forces"
"614","19/04/2015","Al Mahwit","-","Residential Area"
"615","19/04/2015","Al Mahwit","-","Residential Area"
"616","19/04/2015","Al Mahwit","Al-Qahm fuel station","Oil & Gas"
"617","19/04/2015","Lahj","SSF Camp","Military Site"
"618","19/04/2015","Lahj","Republican Palace","Military Site"
"619","19/04/2015","Lahj","Al-Saqr Club","Sport Facility"
"620","19/04/2015","Lahj","PSO","Military Site"
"621","19/04/2015","Lahj","22nd Armoured Brigade","Military Site"
"622","19/04/2015","Lahj","SSF Camp","Military Site"
"623","19/04/2015","Lahj","Old Airport","Transport"
"624","19/04/2015","Lahj","Al-Saqr Club","Sport facility"
"625","19/04/2015","Lahj","22nd Presidential Guards Brigade","Military Site"
"626","20/04/2015","Lahj","House ","Figure"
"627","20/04/2015","Lahj","National food corporation","Food (storage/transportation)"
"628","20/04/2015","Lahj","Sudanese embassy","Diplomatic Mission"
"629","20/04/2015","Lahj","Yemen Today TV channel Building","Private business"
"630","20/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"631","20/04/2015","Sana'a","Aden Airport","Transport"
"632","20/04/2015","Sana'a","Pro-Houthi forces","Forces"
"633","20/04/2015","Sana'a","Jma'an trade and investment company","Private business"
"634","20/04/2015","Sana'a","Al-Awzari tarde and contracting company","Private business"
"635","20/04/2015","Hajjah","Pro-Houthi forces","Forces"
"636","20/04/2015","Sa'ada","Pro-Houthi forces","Forces"
"637","20/04/2015","Marib","Building near Al-Krown hotel","Residential Area"
"638","20/04/2015","Marib","Air Force Base (67th Aviation Brigade)","Weapon Storage"
"639","20/04/2015","Marib","House ","Figure"
"640","20/04/2015","Al Bayda","Al-Shawkani school","School"
"641","20/04/2015","Al Bayda","Al-Swaidi cables company","Private business"
"642","20/04/2015","Al Bayda","House ","Figure"
"643","20/04/2015","Al Mahwit","Storage Unit","Private business"
"644","20/04/2015","Hadramaut","Pro-Houthi forces","Forces"
"645","21/04/2015","Lahj","Al-Hafa Military Camp","Military Site"
"646","21/04/2015","Lahj","Al-Estiqbal Military Camp","Military Site"
"647","21/04/2015","Lahj","Air Defence Military Camp","Military Site"
"648","21/04/2015","Lahj","Residential Area","Residential Area"
"649","21/04/2015","Lahj","Technical institute","Institute"
"650","21/04/2015","Lahj","Khayshan mountain","Unknown"
"651","21/04/2015","Lahj","Al-Estiqbal Military Camp","Military Site"
"652","21/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"653","21/04/2015","Sana'a","-","Unknown"
"654","21/04/2015","Sana'a","-","Unknown"
"655","21/04/2015","Sa'ada","33rd Armoured Brigade","Military Site"
"656","21/04/2015","Sa'ada","Pro-Houthi forces","Forces"
"657","21/04/2015","Sa'ada","Pro-Houthi forces","Forces"
"658","21/04/2015","Sa'ada","Pro-Houthi forces","Forces"
"659","21/04/2015","Al Hudaydah","Security HQ","Military Site"
"660","21/04/2015","Al Hudaydah","Dhiafco restaurant","Private business"
"661","21/04/2015","Al Hudaydah","Telecommunications Towers","Communication"
"662","21/04/2015","Al Hudaydah","Police building","Military Site"
"663","21/04/2015","Al Hudaydah","Al-Ryadh hotel","Private business"
"664","21/04/2015","Al Hudaydah","Midi port","Transport"
"665","21/04/2015","Amran","Bridge","Transport"
"666","21/04/2015","Al Mahwit","-","Residential Area"
"667","21/04/2015","Al Mahwit","-","Residential Area"
"668","21/04/2015","Al Mahwit","Public Administration of Communications","Communication"
"669","21/04/2015","Al Mahwit","Governmental compound","Gov. compounds"
"670","21/04/2015","Hadramaut","Pro-Houthi forces","Forces"
"671","21/04/2015","Hadramaut","25th Mechanized Infantry Brigade","Military Site"
"672","21/04/2015","Lahj","SSF Camp","Military Site"
"673","22/04/2015","Sana'a","Pro-Houthi forces","Forces"
"674","22/04/2015","Sana'a","Aden Airport","Transport"
"675","22/04/2015","Al Bayda","Farms (belonging to a person named, Saif Jahis)","Farms"
"676","22/04/2015","Al Bayda","School","School"
"677","22/04/2015","Al Bayda","Pro-Houthi forces","Forces"
"678","22/04/2015","Lahj","35th Armoured Brigade","Military Site"
"679","22/04/2015","Lahj","35th Armoured Brigade","Military Site"
"680","22/04/2015","Lahj","Al-Saqr club","Sport facility"
"681","23/04/2015","Lahj","Al-Daylami Airbase","Military Site"
"682","23/04/2015","Lahj","Missiles Brigade Camp","Military Site"
"683","23/04/2015","Sana'a","Hotel","Private business"
"684","23/04/2015","Sana'a","Pro-Houthi forces","Forces"
"685","23/04/2015","Sana'a","Aden Airport","Transport"
"686","23/04/2015","Sana'a","Pro-Houthi forces","Forces"
"687","23/04/2015","Sana'a","Building under construction","Residential Area"
"688","23/04/2015","Sana'a","Aden Airport","Transport"
"689","23/04/2015","Sana'a","Badr Military Camp","Military Site"
"690","23/04/2015","Sana'a","Aden Airport","Transport"
"691","23/04/2015","Sana'a","Venicia hotel","Private business"
"692","23/04/2015","Sana'a","Pro-Houthi forces","Forces"
"693","23/04/2015","Sana'a","Pro-Houthi forces","Forces"
"694","23/04/2015","Sana'a","Aden hotel","Private business"
"695","23/04/2015","Sana'a","Pro-Houthi forces","Military Site"
"696","23/04/2015","Sa'ada","Al-Wabah school","School"
"697","23/04/2015","Sa'ada","Hail school","School"
"698","23/04/2015","Sa'ada","Al-Nasr stadium","Sport facility"
"699","23/04/2015","Sa'ada","Welfare Fund","Gov. compounds"
